"job_location","average_salary","min_salary","median_salary","max_salary","number_of_job_postings","number_of_senior_positions"
"Mossville, IL","125000.0","125000.0",125000,"125000.0","1","1"
"Mountain View, CA","202512.9","90670.0",203000,"350000.0","100","15"
"Mt Laurel Township, NJ","90825.0","82500.0",90825,"99150.0","2","1"
"Mt Pleasant Township, PA","145124.7","90000.0",125000,"220832.0","5","1"
"Mt Prospect, IL","63000.0","63000.0",63000,"63000.0","1","0"
"Mt Rainier, MD","116625.0","109500.0",116625,"123750.0","2","0"
"Mt Vernon, AL","141500.0","141500.0",141500,"141500.0","1","0"
"Mumbai, Maharashtra, India","84000.0","79200.0",79200,"93600.0","3","2"
"München-Flughafen, Germany","157500.0","157500.0",157500,"157500.0","1","0"
"Munich, Germany","120183.3","80850.0",113500,"157500.0","9","4"
"Murphy, TX","122500.0","122500.0",122500,"122500.0","1","1"
"Murray, KY","75000.0","75000.0",75000,"75000.0","1","0"
"Myrtle Beach, SC","124973.3","100000.0",124973.25,"149946.5","2","0"
"Myrtle Point, OR","175000.0","175000.0",175000,"175000.0","1","0"
"Namibia","123500.0","123500.0",123500,"123500.0","1","1"
"Nantucket, MA","135144.5","135144.5",135144.5,"135144.5","1","1"
"Napa, CA","135144.5","135144.5",135144.5,"135144.5","1","1"
"Nashville, TN","140583.3","79000.0",157250,"185000.0","6","0"
"Natick, MA","142045.0","142045.0",142045,"142045.0","1","0"
"Nea Smyrni, Greece","126266.0","88128.0",90670,"200000.0","3","1"
"Nebraska","112500.0","112500.0",112500,"112500.0","1","0"
"Nederland, CO","100000.0","100000.0",100000,"100000.0","1","1"
"Nellis AFB, NV","115000.0","115000.0",115000,"115000.0","1","1"
"Netherlands","170537.5","170500.0",170537.5,"170575.0","2","0"
"New Albany, OH","142500.0","142500.0",142500,"142500.0","1","0"
"New Brunswick, NJ","115000.0","80000.0",115000,"150000.0","2","0"
"New Cairo City, Egypt","90670.0","90670.0",90670,"90670.0","1","0"
"New Castle, PA","126268.0","126268.0",126268,"126268.0","1","1"
"New City, NY","350000.0","350000.0",350000,"350000.0","1","0"
"New Mexico","119550.0","119550.0",119550,"119550.0","1","0"
"New Orleans, LA","104866.7","58500.0",128050,"128050.0","3","2"
"New York","123750.0","70000.0",117500,"190000.0","4","2"
"New York, NY","159953.2","66250.0",155000,"585000.0","352","79"
"New York, NY   (+62 others)","113769.5","113769.5",113769.5,"113769.5","1","0"
"Newark, CA","173500.0","154500.0",178750,"182000.0","4","2"
"Newark, NJ","132598.8","90000.0",125425,"198500.0","8","3"
"Newark, OH","90000.0","90000.0",90000,"90000.0","1","0"
"Newburgh, NY","135144.5","135144.5",135144.5,"135144.5","1","1"
"Newnan, GA","75000.0","70000.0",75000,"80000.0","2","0"
"Newport Beach, CA","125000.0","125000.0",125000,"125000.0","1","0"
"Newport News, VA","92500.0","92500.0",92500,"92500.0","1","0"
"Newport, OR","86962.0","86962.0",86962,"86962.0","1","0"
"Newton, MA","140062.5","140062.5",140062.5,"140062.5","1","0"
"Newtown Square, PA","137500.0","120000.0",137500,"155000.0","2","1"
"Noida, Uttar Pradesh, India","120476.3","79200.0",122602.5,"157500.0","4","1"
"Norfolk, VA","117388.5","73000.0",115000,"175000.0","13","0"
"Norman, OK","65000.0","65000.0",65000,"65000.0","1","0"
"North Carolina","101215.7","70000.0",91250,"142397.0","3","0"
"North Charleston, SC","124221.3","98496.0",124221.25,"149946.5","2","0"
"North Chicago, IL","122858.3","93049.5",111691.75,"175000.0","4","1"
"North Decatur, GA","128050.0","128050.0",128050,"128050.0","1","1"
"North Grosvenor Dale, CT","118750.0","118750.0",118750,"118750.0","1","0"
"North Miami Beach, FL","100031.3","60000.0",100031.25,"140062.5","2","1"
"North Olmsted, OH","168125.0","160000.0",162500,"187500.0","4","3"
"North Palm Beach, FL","111250.0","90000.0",90000,"175000.0","4","0"
"North Reading, MA","69962.5","69962.5",69962.5,"69962.5","1","0"
"Northbrook, IL","200000.0","200000.0",200000,"200000.0","1","0"
"Norwalk, CT","157500.0","157500.0",157500,"157500.0","1","0"
"Norway","86173.8","64821.5",95200,"98500.0","3","0"
"Norwell, MA","90000.0","90000.0",90000,"90000.0","1","0"
"Novato, CA","153333.3","130000.0",157500,"172500.0","3","2"
"Novi, MI","90000.0","90000.0",90000,"90000.0","1","0"
"Nyack, NY","128909.0","126268.0",128909,"131550.0","2","0"
"O'Fallon, MO","133333.3","110000.0",140000,"150000.0","3","0"
"Oak Brook, IL","119183.3","104550.0",106500,"146500.0","3","1"
"Oakbrook Terrace, IL","105000.0","105000.0",105000,"105000.0","1","0"
"Oakland, CA","151559.9","79840.0",150000,"272500.0","17","3"
"Oakton, VA","116700.0","116700.0",116700,"116700.0","1","1"
"Oegstgeest, Netherlands","157500.0","157500.0",157500,"157500.0","1","0"
"Offutt AFB, NE","119829.5","99358.0",114630.5,"145500.0","6","0"
"Ogden, UT","57181.0","57181.0",57181,"57181.0","1","0"
"Ohio","162500.0","162500.0",162500,"162500.0","1","0"
"Ohio City, OH","85000.0","70000.0",85000,"100000.0","2","0"
"Oklahoma","200000.0","200000.0",200000,"200000.0","1","0"
"Oklahoma City, OK","107999.2","83793.0",105000,"141558.5","9","0"
"Oldsmar, FL","106943.3","100000.0",103330,"117500.0","3","1"
"Omaha, NE","133194.4","100000.0",123750,"170000.0","9","0"
"Ontario, CA","104628.5","90000.0",104628.5,"119257.0","2","1"
"Orange Park, FL","151950.0","151950.0",151950,"151950.0","1","0"
"Orange, CA","135000.0","90000.0",135000,"180000.0","2","0"
"Orlando, FL","116579.6","65000.0",115696.5,"225000.0","14","5"
"Oslo, Norway","126361.7","69962.5",132500,"157500.0","9","0"
"Östersund, Sweden","157500.0","157500.0",157500,"157500.0","1","0"
"Oulu, Finland","109500.0","109500.0",109500,"109500.0","1","0"
"Overland Park, KS","89376.0","88128.0",90000,"90000.0","3","0"
"Oxon Hill, MD","123750.0","123750.0",123750,"123750.0","1","0"
"Pala, CA","100000.0","100000.0",100000,"100000.0","1","0"
"Palm Beach Gardens, FL","115000.0","115000.0",115000,"115000.0","1","0"
"Palmdale, CA","191000.0","191000.0",191000,"191000.0","1","0"
"Palo Alto, CA","180636.4","100000.0",175750,"300000.0","38","11"
"Panthersville, GA","128050.0","128050.0",128050,"128050.0","1","1"
"Paramus, NJ","127500.0","112500.0",127500,"142500.0","2","2"
"Paris, France","105794.0","53014.0",89100,"166419.5","40","7"
"Park Ridge, IL","60000.0","60000.0",60000,"60000.0","1","0"
"Parsippany-Troy Hills, NJ","115000.0","115000.0",115000,"115000.0","1","0"
"Pasadena, CA","136633.3","78000.0",138256.5,"170000.0","10","2"
"Pasig, Metro Manila, Philippines","57600.0","50400.0",57600,"64800.0","2","0"
"Patuxent River, MD","161467.0","157934.0",161467,"165000.0","2","0"
"Patuxent, MD","119645.0","94199.0",132368,"132368.0","3","0"
"Peachtree Corners, GA","136000.0","136000.0",136000,"136000.0","2","2"
"Pennsylvania","119586.7","81810.0",125000,"151950.0","3","0"
"Pensacola, FL","119243.2","88128.0",115750,"136400.0","19","0"
"Peoria, IL","125000.0","125000.0",125000,"125000.0","4","3"
"Perrysburg, OH","100000.0","100000.0",100000,"100000.0","1","0"
"Petah Tikva, Israel","157500.0","157500.0",157500,"157500.0","1","0"
"Petaling Jaya, Selangor, Malaysia","68542.0","50400.0",72000,"79200.0","11","3"
"Philadelphia, PA","122502.4","55000.0",117500,"281450.5","24","2"
"Philippines","116798.9","64800.0",119197.75,"164000.0","4","1"
"Phoenix, AZ","121757.0","30594.0",115000,"225000.0","40","6"
"Pilsen, Czechia","90670.0","90670.0",90670,"90670.0","1","0"
"Piscataway, NJ","73887.5","50000.0",73887.5,"97775.0","2","0"
"Pittsburgh, PA","108680.9","40567.6171875",107500,"221000.0","33","3"
"Plainsboro Township, NJ","111355.9","111355.921875",111355.921875,"111355.921875","1","0"
"Plano, TX","135267.5","75000.0",145000,"245000.0","20","3"
"Plantation, FL","90000.0","90000.0",90000,"90000.0","3","1"
"Pleasant Hill, CA","221875.0","221875.0",221875,"221875.0","1","0"
"Pleasanton, CA","152720.9","123060.0",151500,"207500.0","11","1"
"Plymouth, MA","125000.0","125000.0",125000,"125000.0","1","0"
"Poland","125714.5","47370.0",131250,"186928.0","12","3"
"Pompano Beach, FL","54000.0","54000.0",54000,"54000.0","1","0"
"Portland, ME","106150.0","106150.0",106150,"106150.0","1","0"
"Porto, Portugal","120507.5","56700.0",147500,"157500.0","11","5"
"Portsmouth, NH","130000.0","130000.0",130000,"130000.0","1","0"
"Portugal","158219.0","157500.0",158219,"158938.0","2","0"
"Poway, CA","110061.0","84069.0",111365,"134749.0","3","0"
"Prague, Czechia","140400.0","89100.0",157500,"157500.0","4","2"
"Pretoria, South Africa","890000.0","890000.0",890000,"890000.0","1","1"
"Prince George, VA","86300.0","86300.0",86300,"86300.0","1","0"
"Princeton, NJ","135500.0","90000.0",150000,"170000.0","5","1"
"Providence, RI","172000.0","172000.0",172000,"172000.0","1","0"
"Puerto Rico","98496.0","98496.0",98496,"98496.0","1","0"
"Pune, Maharashtra, India","116300.0","70000.0",118350,"157500.0","8","2"
"Quantico, VA","161314.8","120259.0",168750,"187500.0","4","1"
"Rabat, Morocco","164000.0","164000.0",164000,"164000.0","1","0"
"Raleigh, NC","134607.2","70000.0",120000,"210000.0","10","1"
"Randolph AFB, TX","175000.0","175000.0",175000,"175000.0","1","0"
"Raritan, NJ","155000.0","155000.0",155000,"155000.0","3","0"
"Reading, PA","149558.2","130000.0",152174.5,"166500.0","3","0"
"Red Bank, NJ","115000.0","115000.0",115000,"115000.0","1","1"
"Redondo Beach, CA","115000.0","115000.0",115000,"115000.0","1","0"
"Redstone Arsenal, AL","126201.8","90000.0",117606,"203530.078125","5","0"
"Redwood City, CA","149366.0","84000.0",157500,"224000.0","20","8"
"Rehovot, Israel","170575.0","170575.0",170575,"170575.0","1","0"
"Reigate, UK","89100.0","89100.0",89100,"89100.0","1","0"
"Remote, OR","142000.0","75000.0",145000,"202000.0","6","3"
"Rennes, France","89100.0","89100.0",89100,"89100.0","1","0"
"Renningen, Germany","140904.5","140904.5",140904.5,"140904.5","1","0"
"Reno, NV","157666.7","113000.0",180000,"180000.0","3","1"
"Reston, VA","139222.9","61650.0",125000,"375000.0","47","7"
"Reutlingen, Germany","123900.0","56700.0",157500,"157500.0","3","0"
"Richardson, TX","109675.4","80000.0",116850.84765625,"125000.0","4","1"
"Richfield, MN","131750.0","131750.0",131750,"131750.0","1","0"
"Richmond, CA","90000.0","90000.0",90000,"90000.0","1","0"
"Richmond, VA","126764.4","55000.0",119500,"242597.0","14","3"
"Rio de Janeiro, State of Rio de Janeiro, Brazil","69962.5","69962.5",69962.5,"69962.5","1","0"
"Riverdale Park, MD","121333.3","109500.0",109500,"145000.0","3","0"
"Riverdale, GA","128050.0","128050.0",128050,"128050.0","1","1"
"Riverside, CA","154283.3","82500.0",140350,"240000.0","3","0"
"Riverwoods, IL","110000.0","100000.0",110000,"120000.0","2","0"
"Rochester, NY","101116.0","101116.0",101116,"101116.0","1","0"
"Rockville, MD","103319.8","69118.1484375",112104.5,"128419.5","9","2"
"Rogers, AR","42500.0","42500.0",42500,"42500.0","1","0"
"Rome, Metropolitan City of Rome Capital, Italy","92915.5","92915.5",92915.5,"92915.5","1","0"
"Romeoville, IL","100110.0","100110.0",100110,"100110.0","1","0"
"Roodepoort, South Africa","81900.0","81900.0",81900,"81900.0","1","0"
"Roseland, NE","119471.8","108415.5",125000,"125000.0","3","0"
"Roseland, NJ","125000.0","125000.0",125000,"125000.0","1","1"
"Rosslyn, VA","112000.0","112000.0",112000,"112000.0","1","0"
"Roswell, GA","76250.0","62500.0",76250,"90000.0","2","0"
"Roswell, NM","151060.5","149946.5",151060.5,"152174.5","2","0"
"Round Rock, TX","107800.0","107800.0",107800,"107800.0","1","0"
"Roy, UT","101071.4","66600.0",102000,"127000.0","14","7"
"Russia","285000.0","250000.0",285000,"320000.0","2","0"
"Rutland, VT","87600.0","87600.0",87600,"87600.0","1","0"
"Sacramento, CA","171016.7","161500.0",173550,"178000.0","3","0"
"Saint-Sauveur, France","148731.0","131193.0",157500,"157500.0","3","0"
"Salem, MA","150000.0","150000.0",150000,"150000.0","1","1"
"Salem, OR","149810.0","125000.0",149810,"174620.0","2","0"
"Salt Lake City, UT","135236.5","75000.0",135000,"205000.0","13","4"
"San Angelo, TX","149946.5","149946.5",149946.5,"149946.5","1","0"
"San Antonio, TX","132793.9","65250.0",118850,"375000.0","25","2"
"San Bernardino, CA","56500.0","56500.0",56500,"56500.0","1","0"
"San Bruno, CA","171029.4","128000.0",166941.5,"254000.0","15","5"
"San Diego, CA","136080.5","49750.0",139000,"250000.0","71","11"
"San Donato Milanese, Metropolitan City of Milan, Italy","97850.0","56700.0",97850,"139000.0","2","0"
"San Francisco, CA","175464.6","41500.0",161500,"425000.0","248","67"
"San Francisco, CA  (+1 other)","246509.0","223000.0",246509,"270018.0","2","1"
"San José Province, San José, Costa Rica","109500.0","109500.0",109500,"109500.0","1","0"
"San Jose, CA","187293.1","68000.0",184844.5,"375000.0","110","32"
"San Juan, Puerto Rico","66372.7","27000.0",57118,"115000.0","3","0"
"San Leandro, CA","110000.0","110000.0",110000,"110000.0","1","0"
"San Marcos, CA","115000.0","115000.0",115000,"115000.0","1","1"
"San Mateo, CA","223757.5","109500.0",194500,"350000.0","39","20"
"San Mateo, CA   (+2 others)","152500.0","152500.0",152500,"152500.0","1","0"
"San Pablo, CA","110000.0","110000.0",110000,"110000.0","1","0"
"San Pedro Garza García, Nuevo Leon, Mexico","114926.0","88128.0",99150,"157500.0","3","0"
"San Vendemiano, Province of Treviso, Italy","157500.0","157500.0",157500,"157500.0","1","0"
"Sandy Springs, SC","150000.0","150000.0",150000,"150000.0","1","0"
"Santa Ana, CA","97500.0","97500.0",97500,"97500.0","1","0"
"Santa Barbara, CA","116666.7","70000.0",115000,"165000.0","3","1"
"Santa Clara, CA","163274.1","90000.0",150000,"375000.0","21","6"
"Santa Clara, UT","68500.0","68500.0",68500,"68500.0","1","0"
"Santa Clarita, CA","150000.0","130000.0",160000,"160000.0","3","2"
"Santa Fe, NM","123375.0","60000.0",120750,"192000.0","4","1"
"Santa Monica, CA","196185.2","101603.0",193665,"265500.0","14","6"
"Santiago, Chile","103476.0","64800.0",88128,"157500.0","3","0"
"Santo Domingo, Dominican Republic","157500.0","157500.0",157500,"157500.0","1","1"
"São Paulo, State of São Paulo, Brazil","137050.8","64821.5",152500,"196000.0","6","1"
"Saranac Lake, NY","149946.5","149946.5",149946.5,"149946.5","1","0"
"Saratoga Springs, NY","120000.0","120000.0",120000,"120000.0","1","0"
"Schaumburg, IL","140000.0","140000.0",140000,"140000.0","1","0"
"Schertz, TX","86666.7","80000.0",90000,"90000.0","3","0"
"Scott AFB, IL","152596.5","107789.5",170000,"180000.0","3","0"
"Scottsdale, AZ","129558.8","90000.0",130000,"196000.0","17","6"
"Seattle, WA","192375.0","192375.0",192375,"192375.0","1","0"
"Seoul, South Korea","101202.5","69962.5",79200,"172000.0","5","2"
"Severn, MD","128833.0","128832.984375",128832.984375,"128832.984375","1","0"
"Seville, Spain","88128.0","88128.0",88128,"88128.0","2","0"
"Shaw AFB, SC","118000.0","115000.0",119500,"119500.0","3","0"
"Silver Spring, MD","114972.2","46696.0",121084.25,"168018.5","12","2"
"Singapore","128542.4","50400.0",157500,"183320.0","25","4"
"Sioux Falls, SD","114000.0","114000.0",114000,"114000.0","1","0"
"Slovakia","157500.0","157500.0",157500,"157500.0","1","0"
"Smithfield, RI","115000.0","115000.0",115000,"115000.0","1","1"
"Sofia, Bulgaria","107780.3","56700.0",113460.5,"147500.0","4","1"
"Solna, Sweden","157500.0","157500.0",157500,"157500.0","1","0"
"Somerville, MA","160666.7","90000.0",186000,"206000.0","3","0"
"South Africa","170707.0","170500.0",170500,"171121.0","3","1"
"South Carolina","101950.0","101950.0",101950,"101950.0","1","0"
"South Houston, TX","110000.0","110000.0",110000,"110000.0","1","0"
"South Jakarta, South Jakarta City, Jakarta, Indonesia","90670.0","90670.0",90670,"90670.0","1","0"
"South Jordan, UT","90000.0","90000.0",90000,"90000.0","1","0"
"South Kingstown, RI","135144.5","135144.5",135144.5,"135144.5","1","1"
"South Korea","157500.0","157500.0",157500,"157500.0","2","0"
"South San Francisco, CA","171938.2","87500.0",166250,"309152.0","22","9"
"South Valley, NM","166500.0","166500.0",166500,"166500.0","1","1"
"SOUTHERN MD FACILITY, MD","109500.0","109500.0",109500,"109500.0","1","0"
"Southlake, TX","80000.0","80000.0",80000,"80000.0","1","0"
"Spain","115920.8","57600.0",101925,"211475.0","6","1"
